X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
64.00896,-666.67554,-21.943527,2.089125,0.25440627,-3.14055,61.780933118532545,-662.7312015682448,-4.522904435027247
64.12409,-666.88055,-21.909468,2.094213,0.25450343,-3.1368978,61.93213884934825,-662.9133146605842,-4.489468174659947
64.21275,-667.1068,-21.794962,2.0994475,0.254444,-3.1329672,62.06173554836917,-663.1164053902465,-4.3751489215733095
64.28602,-667.3492,-21.628574,2.1047747,0.25426766,-3.1288292,62.179555286208625,-663.3352302285615,-4.208733211877682
64.352905,-667.604,-21.429224,2.1101687,0.25400504,-3.1245358,62.293620331619,-663.565937727855,-4.009310115573079
64.419464,-667.8697,-21.208952,2.1156206,0.25367585,-3.1201224,62.40929299154846,-663.8069934100798,-3.789031573057727
64.48941,-668.14667,-20.975338,2.1211302,0.2532919,-3.1156135,62.52979341963941,-664.058780093072,-3.5555487083118784
64.56498,-668.4364,-20.733114,2.1267016,0.2528603,-3.111025,62.657022994866395,-664.3228062026661,-3.313640812297187
64.64748,-668.74097,-20.485235,2.13234,0.25238502,-3.1063685,62.79204189860593,-664.6011823904333,-3.0662939300160517
64.737595,-669.0629,-20.233526,2.13805,0.25186813,-3.1016517,62.93536876146858,-664.8964515739099,-2.8153547958270444
64.835625,-669.40466,-19.97912,2.1438355,0.25131026,-3.0968795,63.08719603247794,-665.211100944441,-2.5619715941021965
64.94162,-669.76855,-19.722702,2.1496997,0.2507113,-3.0920565,63.24748045838997,-665.5474547526937,-2.3068400883195572
65.055466,-670.1566,-19.464691,2.1556447,0.25007066,-3.0871854,63.41605283788677,-665.9075542225752,-2.050388416627971
65.17694,-670.5707,-19.205334,2.1616716,0.24938756,-3.0822692,63.592636536084356,-666.2933045686418,-1.7928709100743951
65.30574,-671.0121,-18.944769,2.167782,0.2486612,-3.07731,63.77688769827713,-666.7059633420215,-1.5344330548687282
65.44157,-671.482,-18.683073,2.173976,0.24789096,-3.072311,63.968456737424994,-667.146744029716,-1.2751583348902429
65.58408,-671.98114,-18.420282,2.1802533,0.24707642,-3.0672736,64.16696701802196,-667.61637919121,-1.0150915707527481
65.73298,-672.51,-18.156414,2.186613,0.24621753,-3.0622013,64.3720696036808,-668.1153566246029,-0.754258027354858
65.887985,-673.06866,-17.891483,2.193054,0.24531457,-3.0570972,64.58342441566272,-668.6437561518783,-0.4926799487360576
66.04884,-673.65686,-17.625515,2.1995733,0.2443683,-3.0519645,64.80072370895908,-669.2013105560125,-0.2303925550092636
66.215385,-674.2742,-17.358555,2.206168,0.24337982,-3.0468075,65.02373502142191,-669.7876210074522,0.03255132686099671
66.387474,-674.9198,-17.090675,2.2128336,0.2423508,-3.041631,65.2522344458884,-670.401806256556,0.2960717827935362
66.56506,-675.5926,-16.822,2.219565,0.24128339,-3.0364397,65.48609696868648,-671.0427995862157,0.5600354093468418
66.74817,-676.2913,-16.5527,2.2263553,0.24018013,-3.0312397,65.72525613938836,-671.7093049860657,0.8242666203871707
66.93689,-677.0143,-16.283005,2.2331972,0.23904411,-3.026038,65.96968877770495,-672.3997322482834,1.0885316695179696
67.13142,-677.75964,-16.013216,2.2400815,0.23787887,-3.0208411,66.21949832765276,-673.1121227146085,1.3525256180677658
67.331985,-678.52545,-15.74371,2.2469983,0.23668839,-3.0156577,66.47478190999324,-673.8446300380565,1.6158731558927109
67.53894,-679.3094,-15.474936,2.2539368,0.23547712,-3.0104954,66.73578360071993,-674.5949350670231,1.8781259832358828
67.75268,-680.10913,-15.20742,2.2608843,0.23424986,-3.005364,67.00276362579493,-675.3607127127964,2.1387657103596336
67.97365,-680.92224,-14.941767,2.2678282,0.23301174,-3.0002723,67.2760450814434,-676.1395898667347,2.3971950531444417
68.202354,-681.746,-14.678638,2.2747548,0.23176825,-2.99523,67.55600147642619,-676.9288748824558,2.652765117381904
68.43934,-682.5778,-14.41876,2.28165,0.23052505,-2.9902465,67.84305767715749,-677.7259977430999,2.904763378672259
68.68518,-683.4151,-14.162897,2.2884998,0.229288,-2.9853318,68.1376547215647,-678.5284699000032,3.1524448197643
68.94045,-684.2551,-13.911838,2.29529,0.22806308,-2.9804947,68.44025719698057,-679.3335348816053,3.395039359743663
69.20575,-685.0954,-13.666382,2.3020072,0.22685629,-2.9757438,68.75135541708474,-680.1388407741201,3.6317695256215163
69.48163,-685.9333,-13.427315,2.3086386,0.22567347,-2.9710875,69.07139437661937,-680.9417418857095,3.861873943526799
69.76866,-686.7665,-13.195391,2.3151717,0.22452043,-2.9665325,69.40086394578034,-681.7399791378488,4.084620981617945
70.06737,-687.5926,-12.971308,2.3215964,0.2234027,-2.9620855,69.74020770426127,-682.5312025635828,4.299338219029472
70.378235,-688.40955,-12.755699,2.3279033,0.22232546,-2.9577513,70.08984252434406,-683.3133986664665,4.505415430004504
70.7017,-689.2152,-12.549105,2.3340838,0.22129354,-2.9535344,70.45016109953207,-684.0844579449338,4.702335929555012
71.03815,-690.0078,-12.351968,2.340132,0.22031131,-2.9494376,70.82151181241647,-684.8426595407776,4.889679019127406
71.3879,-690.78564,-12.164621,2.3460426,0.21938258,-2.9454634,71.20418151310959,-685.5863271987691,5.067134392661888
71.75122,-691.54706,-11.987282,2.3518124,0.21851067,-2.9416122,71.59843529995936,-686.3138166720531,5.234501331174897
72.12829,-692.2908,-11.820049,2.3574386,0.21769825,-2.9378846,72.00445154569064,-687.0238936196727,5.391701672668399
72.5192,-693.01544,-11.662903,2.3629208,0.21694733,-2.9342797,72.42233358494991,-687.7151532130586,5.538770664902749
72.923996,-693.72,-11.515708,2.3682587,0.2162594,-2.9307961,72.852152643601,-688.3866292991203,5.675859569571376
73.342606,-694.4034,-11.378227,2.3734534,0.21563524,-2.9274316,73.29387299333348,-689.03725277881,5.803219071113295
73.77488,-695.0648,-11.250118,2.3785062,0.21507506,-2.9241836,73.74739127689794,-689.6661941870573,5.921204012197073
74.22058,-695.7035,-11.130955,2.3834195,0.21457843,-2.921049,74.2125237302331,-690.2727630645852,6.030252167179086
74.67936,-696.3187,-11.020233,2.3881953,0.21414433,-2.918025,74.68898346073775,-690.8561768215377,6.130882063276944
75.150795,-696.91,-10.917383,2.3928363,0.21377131,-2.915107,75.17642805903597,-691.4160331078289,6.223669206151543
75.63437,-697.4768,-10.821783,2.3973455,0.21345729,-2.912292,75.6744102402168,-691.9517535421577,6.309249030144809
76.129456,-698.01886,-10.732771,2.4017248,0.21319981,-2.9095757,76.18239511461942,-692.4631053558664,6.388291694363666
76.63536,-698.53564,-10.649651,2.405977,0.21299595,-2.906954,76.69978129471701,-692.9495605975135,6.461502286844928
77.15129,-699.0271,-10.571715,2.410104,0.21284248,-2.9044235,77.22586791378399,-693.4111007668233,6.529600468341437
77.67637,-699.4929,-10.498243,2.4141076,0.2127358,-2.9019797,77.75988837094697,-693.8473952365605,6.59331341384649
78.20967,-699.933,-10.428517,2.4179895,0.21267205,-2.8996189,78.30101542787028,-694.258423593865,6.653369272415684
78.75018,-700.3473,-10.361822,2.4217508,0.21264723,-2.8973372,78.8483489614658,-694.6441020293881,6.7104917202610395
79.29683,-700.7358,-10.297462,2.4253922,0.212657,-2.8951309,79.40093256573313,-695.0044506703572,6.765386458490447
79.84851,-701.09845,-10.234759,2.428914,0.21269713,-2.8929963,79.95777030159242,-695.3394361357848,6.818739805179948
80.404076,-701.4355,-10.173059,2.4323168,0.21276318,-2.8909297,80.51783279581566,-695.6493251808066,6.871213948798308
80.96234,-701.74695,-10.111739,2.4356,0.21285073,-2.8889275,81.08005174333255,-695.9341336690222,6.923439609213347
81.52211,-702.0331,-10.0502,2.4387636,0.21295542,-2.8869865,81.64334543314612,-696.1941798886959,6.976024299695993
82.082184,-702.29407,-9.987884,2.4418066,0.21307294,-2.8851027,82.20663657158408,-696.4295898060723,7.029530128252704
