X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
70.941605,-671.569,-20.253117,2.0128922,0.28307468,3.0910208,67.97096267862091,-667.4198974605744,-2.9915923768456487
71.08189,-672.01013,-20.107956,2.0141814,0.285667,3.0912523,68.09044564069976,-667.8226165515689,-2.8593041174783096
71.03944,-672.4817,-19.881704,2.015225,0.28801394,3.0918615,68.03604946553241,-668.2559249793886,-2.6444631891089827
70.8653,-672.9608,-19.603283,2.016108,0.2901879,3.0927334,67.85609449549952,-668.6969193804896,-2.3764433509451592
70.59571,-673.43677,-19.29233,2.0168653,0.29225457,3.0937893,67.58493377055474,-669.1346320946168,-2.075279267099422
70.25541,-673.90405,-18.961203,2.0175107,0.29425514,3.094978,67.2461313216831,-669.5633042880892,-1.7535835103449813
69.862595,-674.3593,-18.617392,2.0180533,0.29621395,3.0962636,66.85709627010088,-669.9795282483465,-1.419003215349477
69.43153,-674.801,-18.265388,2.0185018,0.29814652,3.09762,66.43153160295037,-670.3817768352842,-1.0761333262761248
68.973625,-675.2285,-17.90789,2.0188613,0.30006343,3.0990276,65.98044152995288,-670.7694085886491,-0.727745748572648
68.49791,-675.6421,-17.546535,2.019136,0.3019722,3.1004722,65.51256333970107,-671.1427346928336,-0.37552987069818045
68.011475,-676.04236,-17.182333,2.0193279,0.30387822,3.1019425,65.03476628169437,-671.5023302070166,-0.020534298081091862
67.51979,-676.43024,-16.815928,2.0194383,0.30578512,3.1034312,64.55238011310733,-671.8491637705699,0.33657091833031316
67.02705,-676.8067,-16.44775,2.0194678,0.30769566,3.104932,64.0694852840501,-672.1842076577308,0.6953353552279609
66.536385,-677.1727,-16.078104,2.0194175,0.30961162,3.1064413,63.58914570718433,-672.5084293579755,1.0554408734006167
66.05012,-677.5294,-15.70723,2.0192883,0.3115345,3.107956,63.11363128953343,-672.8229961903523,1.4166363050678008
65.5699,-677.87775,-15.335319,2.0190814,0.31346512,3.1094737,62.64454679210026,-673.1288713084779,1.778723765583992
65.096855,-678.2186,-14.962536,2.018798,0.31540424,3.1109931,62.18300005333445,-673.426910037642,2.141532424045476
64.63168,-678.5531,-14.589025,2.0184402,0.3173523,3.1125133,61.729668281794325,-673.7182720763346,2.504914479708688
64.17475,-678.88196,-14.214905,2.0180092,0.31930953,3.1140337,61.28491920629841,-674.003675333967,2.868748493937419
63.726147,-679.2061,-13.840278,2.0175076,0.3212761,3.1155539,60.848824220348,-674.284051085378,3.2329304888507178
63.285755,-679.5264,-13.465222,2.0169373,0.32325208,3.1170735,60.421260561073595,-674.5602900649789,3.5973810758100875
62.853287,-679.8436,-13.089798,2.0163012,0.3252373,3.118593,60.00194552237395,-674.833142414935,3.962039630186174
62.428307,-680.15857,-12.7140465,2.0156014,0.32723165,3.1201122,59.59043924123567,-675.103490532509,4.326865393473204
62.01027,-680.4719,-12.337992,2.0148408,0.32923487,3.1216316,59.18620089683021,-675.3719358361127,4.691834752717931
61.59854,-680.78436,-11.961636,2.0140224,0.3312468,3.1231518,58.78859859441312,-675.6392576505287,5.056946523542743
61.1924,-681.0966,-11.584972,2.0131488,0.333267,3.1246731,58.396918221104976,-675.9061207723051,5.422209042451875
60.791077,-681.40924,-11.207979,2.0122237,0.33529514,3.1261964,58.01039241039724,-676.1731566432209,5.7876446806422255
60.393726,-681.7228,-10.830624,2.0112495,0.3373309,3.127722,57.62817823253509,-676.4408975337202,6.153287560137649
59.99947,-682.0378,-10.452869,2.01023,0.33937383,3.129251,57.24940683596854,-676.7098753313622,6.5191777628144045
59.607376,-682.35474,-10.074674,2.0091686,0.34142354,3.1307843,56.873151187697275,-676.9806013850155,6.88535692045294
59.216473,-682.674,-9.695992,2.0080683,0.3434796,3.1323228,56.49844812617962,-677.2534665113305,7.251873868111755
58.825764,-682.996,-9.316782,2.006933,0.3455417,3.1338673,56.124300561459016,-677.5289028448212,7.618770662551736
58.434196,-683.32104,-8.93701,2.0057662,0.34760928,3.1354194,55.749671749379694,-677.8072190788724,7.986083936912568
58.040707,-683.64935,-8.556647,2.0045712,0.3496821,3.1369798,55.37349949285209,-678.0886552933906,8.353843190816471
57.64418,-683.9812,-8.175679,2.0033524,0.3517597,3.1385503,54.99467936508111,-678.3734894505967,8.722064304349141
57.24349,-684.3168,-7.7941065,2.002113,0.35384184,3.1401322,54.61209523641307,-678.6619366973777,9.090747145407276
56.83746,-684.6561,-7.411951,2.0008574,0.35592818,-3.1414587,54.224569137231065,-678.9539582720658,9.459871102363762
56.42491,-684.9993,-7.029253,1.9995891,0.35801834,-3.13985,53.83093586465199,-679.2497584755993,9.82939672185903
