X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
68.63247,-672.87573,-22.842478,2.113278,0.21617965,3.1208866,66.32043176534422,-669.7621677512029,-5.265214011416457
68.66514,-673.90936,-22.735085,2.1172075,0.21682467,3.1218572,66.34987840516108,-670.7860794204252,-5.159969575949027
68.51406,-674.9687,-22.556274,2.1207998,0.2172886,3.1231556,66.20320259325015,-671.8345102267945,-4.982521056726814
68.22062,-676.0363,-22.33337,2.124217,0.21758442,3.1247005,65.9199315096757,-672.8908987204647,-4.7602859433755675
67.82008,-677.1018,-22.084354,2.1275523,0.21774323,3.126432,65.53383829672468,-673.9451612117396,-4.511399483623016
67.3401,-678.1586,-21.820557,2.130858,0.21779007,3.1283066,65.07152830769687,-674.9908272031074,-4.247316035848041
66.80214,-679.2023,-21.548985,2.1341655,0.21774226,3.1302922,64.55371647981517,-676.0235924219351,-3.9751291394601083
66.223045,-680.22974,-21.27398,2.1374953,0.21761222,3.1323633,63.996682507924994,-677.0403826146536,-3.6992450226975606
65.61613,-681.239,-20.99826,2.1408598,0.21740928,3.1345005,63.41332307656955,-678.039336134179,-3.422430210091182
64.991844,-682.229,-20.723576,2.1442676,0.21714066,3.1366873,62.81374476156306,-679.0194290098686,-3.146473344362267
64.35838,-683.199,-20.451096,2.1477232,0.21681187,3.138912,62.205900189416006,-679.9799491650831,-2.872570965536795
63.722084,-684.1488,-20.181646,2.1512299,0.21642697,3.1411638,61.59592646344592,-680.9207364512849,-2.60157035012832
63.087814,-685.0783,-19.915854,2.1547902,0.21598904,-3.1397495,60.98854383110882,-681.8417065339597,-2.3341155338076156
62.459267,-685.98773,-19.65422,2.1584053,0.21550037,-3.137464,60.38732630459644,-682.7431133289589,-2.0707185167136792
61.83923,-686.87714,-19.397186,2.1620765,0.2149626,-3.1351702,59.79496709521802,-683.6250264230491,-1.8118299769123958
61.229767,-687.74677,-19.145151,2.1658053,0.21437709,-3.1328719,59.21345968176426,-684.487696739689,-1.5578559753990042
60.632385,-688.5968,-18.89849,2.169593,0.21374476,-3.1305726,58.64425029899286,-685.3313187386738,-1.3091764107044241
