X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
66.67257,-675.7877,-21.630835,2.0232685,0.24732497,3.1062438,64.17511934100153,-672.1051318468797,-4.189463723535166
67.12216,-676.07666,-21.763647,2.0261724,0.24705976,3.1078048,64.64117566226155,-672.3929506979924,-4.320166771152319
67.51368,-676.3168,-21.84497,2.0292084,0.24661843,3.1095493,65.05296241221153,-672.6334294212403,-4.398547726861132
67.872284,-676.51263,-21.898594,2.0322962,0.24606071,3.111398,65.43420639450943,-672.8305516518161,-4.448720744659692
68.21141,-676.674,-21.938862,2.035397,0.24543591,3.1133103,65.79746228546026,-672.9936120508925,-4.485277812918746
68.53681,-676.8094,-21.973408,2.0385036,0.24477257,3.115267,66.14798185844127,-673.1307831357406,-4.515994730099916
68.85094,-676.9255,-22.005993,2.0416245,0.24408638,3.117258,66.48790620861067,-673.2485856681996,-4.544710907972728
69.15506,-677.02747,-22.038359,2.0447733,0.24338658,3.119277,66.81827147280661,-673.3521231366274,-4.573215289939252
69.449936,-677.1199,-22.071224,2.0479603,0.24267884,3.1213188,67.13967678039556,-673.445957998973,-4.602255727336566
69.7361,-677.2066,-22.104824,2.0511928,0.24196653,3.12338,67.45254478704564,-673.5338866341567,-4.632086603651789
70.01391,-677.2908,-22.139174,2.0544755,0.24125142,3.1254573,67.75714784265253,-673.6191435203639,-4.662733765767225
70.28366,-677.3751,-22.174196,2.0578108,0.24053417,3.1275494,68.05374343373381,-673.7043283992122,-4.694124262093961
70.54562,-677.46185,-22.209793,2.0612004,0.23981482,3.1296551,68.34257420325879,-673.7917981817741,-4.726163260469438
70.800026,-677.5527,-22.245869,2.064645,0.23909299,3.1317732,68.62385596324071,-673.8832140795838,-4.758754971350829
71.047104,-677.6491,-22.282345,2.0681458,0.23836818,3.1339033,68.8978064473067,-673.9800334140364,-4.7918198387090385
71.28709,-677.7522,-22.319153,2.0717034,0.23763973,3.136045,69.16465699821806,-674.0834145585231,-4.825288603093455
71.52019,-677.86285,-22.356243,2.0753195,0.2369069,3.1381981,69.42460885215947,-674.1942175919683,-4.859109637430144
71.7466,-677.9818,-22.393566,2.078995,0.23616898,3.1403623,69.67785445576426,-674.3132011060197,-4.893232459513079
71.96649,-678.10956,-22.431072,2.0827312,0.23542523,-3.140648,69.92455926844855,-674.4408847604708,-4.927605461213712
72.18005,-678.2466,-22.46872,2.0865297,0.23467487,-3.1384616,70.1649218759311,-674.5777414476887,-4.962185917928835
72.387405,-678.39307,-22.50646,2.0903919,0.23391719,-3.1362648,70.39905133797006,-674.7239362588396,-4.996922390337939
72.5887,-678.54944,-22.544245,2.0943196,0.23315147,-3.1340573,70.62709571055032,-674.8799435630523,-5.03176646294418
72.78405,-678.71576,-22.582016,2.0983143,0.23237698,-3.1318393,70.84916650302331,-675.0458214328996,-5.066657688882412
72.97356,-678.89215,-22.61972,2.1023777,0.23159304,-3.1296108,71.0653672720447,-675.2216955045207,-5.101541889545874
73.15731,-679.0787,-22.657291,2.106511,0.230799,-3.127372,71.27577512081118,-675.4076615391436,-5.136352009257841
73.3354,-679.27545,-22.694672,2.1107166,0.22999422,-3.125123,71.4804843062778,-675.6037662429485,-5.171030079514761
73.507904,-679.48236,-22.731789,2.1149955,0.22917812,-3.1228642,71.67956313660497,-675.8099752748581,-5.205501312135684
73.6749,-679.69946,-22.768574,2.1193492,0.2283501,-3.1205955,71.87309008473504,-676.0263206997587,-5.239697004873481
73.83644,-679.92664,-22.804958,2.1237798,0.22750966,-3.118317,72.06111147749648,-676.2526957148993,-5.273547844876656
73.99261,-680.1638,-22.840862,2.1282885,0.2266563,-3.116029,72.24370793626659,-676.489003510367,-5.306974458121285
74.14344,-680.4109,-22.876217,2.1328766,0.22578955,-3.1137316,72.42090657823385,-676.7352049272126,-5.339907686384851
74.28903,-680.6677,-22.910942,2.1375458,0.22490901,-3.1114254,72.59279481663965,-676.9910649938909,-5.372266416177155
74.42942,-680.9341,-22.944962,2.1422973,0.22401433,-3.10911,72.75941674075987,-677.2564774063202,-5.403976247409485
74.56469,-681.2098,-22.9782,2.147132,0.22310512,-3.1067863,72.92083814892551,-677.5311482145046,-5.434959930594623
74.6949,-681.49457,-23.010582,2.1520514,0.22218113,-3.1044543,73.07711505119592,-677.8148436363492,-5.465144252594651
74.82013,-681.78827,-23.042027,2.1570563,0.22124207,-3.1021142,73.22832337415936,-678.1074210801745,-5.494448737021688
74.940475,-682.0905,-23.07246,2.1621478,0.22028771,-3.0997667,73.37454485566198,-678.4084823692671,-5.522798779622402
75.05601,-682.401,-23.101809,2.1673265,0.21931788,-3.097412,73.51585005962761,-678.7177627011038,-5.550123315767497
75.16684,-682.71936,-23.13,2.1725929,0.21833244,-3.095051,73.65232915192041,-679.0348536322009,-5.576348820923414
75.27308,-683.0453,-23.156963,2.1779475,0.21733122,-3.0926838,73.78409460743282,-679.3594692132463,-5.601406218395493
75.37485,-683.3783,-23.182634,2.1833906,0.21631412,-3.090311,73.91125648024921,-679.6910871965797,-5.625232263090382
75.472275,-683.718,-23.206947,2.1889222,0.21528111,-3.0879335,74.03392582964238,-680.0293470722261,-5.647761619050325
75.565506,-684.0639,-23.229841,2.194542,0.2142321,-3.085552,74.15224446891801,-680.3737469354489,-5.668933785253145
75.65469,-684.4155,-23.251265,2.20025,0.2131671,-3.0831673,74.26634667653242,-680.7237851221346,-5.688698442781469
75.74002,-684.7723,-23.271164,2.206045,0.21208604,-3.0807803,74.37641660196404,-681.0789607453295,-5.707000742879703
75.82168,-685.1337,-23.289497,2.2119265,0.21098898,-3.0783918,74.48262702561742,-681.4386713437075,-5.723800305562449
75.89985,-685.4992,-23.306221,2.2178934,0.20987596,-3.0760028,74.58514632692066,-681.8024163864185,-5.739054319901964
75.97477,-685.8681,-23.321308,2.2239442,0.20874692,-3.0736148,74.68419835628075,-682.1695020150826,-5.75273384674578
76.04665,-686.23975,-23.334728,2.230077,0.20760201,-3.0712287,74.7799851025669,-682.5392750918401,-5.764809232638267
76.115746,-686.61365,-23.346466,2.2362902,0.2064412,-3.0688462,74.87274406638753,-682.9112445653512,-5.775263986747785
76.18231,-686.98895,-23.35651,2.2425816,0.20526455,-3.0664682,74.96272174544691,-683.2845593684292,-5.78408573531512
76.24662,-687.36505,-23.364857,2.2489483,0.20407216,-3.0640967,75.05017738308277,-683.6586297344527,-5.791269606426518
76.308945,-687.7413,-23.37151,2.255388,0.20286405,-3.0617328,75.13537302913022,-684.032808668041,-5.7968173748081355
76.36958,-688.1169,-23.376484,2.2618973,0.20164032,-3.0593781,75.21859317560538,-684.4063030421728,-5.800742207784413
76.42883,-688.4911,-23.3798,2.2684731,0.200401,-3.057035,75.3001212421301,-684.7783809500659,-5.803061571151364
76.48699,-688.8632,-23.381485,2.275112,0.19914617,-3.0547044,75.38025267417657,-685.1483435508488,-5.803801021334625
76.54437,-689.2326,-23.381577,2.28181,0.19787589,-3.052389,75.45927580254926,-685.5156129106782,-5.802994077577786
76.6013,-689.59845,-23.380121,2.2885633,0.19659024,-3.05009,75.53751937605962,-685.8793450413507,-5.800683321545115
76.65808,-689.9601,-23.377165,2.295368,0.1952893,-3.0478098,75.61526653420196,-686.2389105975611,-5.796912171706342
76.71502,-690.3168,-23.372768,2.3022196,0.19397314,-3.0455503,75.69282032253042,-686.5935750926317,-5.791735490260031
76.77244,-690.6679,-23.366995,2.3091142,0.19264187,-3.0433133,75.77049307851884,-686.9427040050323,-5.785214169674223
76.830635,-691.01276,-23.35991,2.316047,0.19129555,-3.0411007,75.84857537270241,-687.2856747465014,-5.777407493201203
76.8899,-691.35077,-23.35159,2.3230138,0.18993434,-3.0389152,75.92734438580538,-687.621904663332,-5.768386367254976
76.95052,-691.6813,-23.342108,2.33001,0.18855834,-3.036758,76.00709030342757,-687.9507746942496,-5.75821988187375
77.01278,-692.0038,-23.331545,2.3370311,0.18716769,-3.0346315,76.08808716274281,-688.2717607237067,-5.746982850292362
77.07693,-692.31775,-23.31998,2.344073,0.1857626,-3.0325377,76.17057775949453,-688.5843644002032,-5.734748765257589
