X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
76.97432,-669.4558,-22.183498,2.0747285,0.23607318,-3.1382833,74.99362118803046,-665.740436006097,-4.68284365197427
77.705154,-669.4395,-22.222633,2.0779793,0.23616843,-3.1388423,75.70277933766945,-665.7340184259631,-4.722350087540274
78.24322,-669.4517,-22.19101,2.0808802,0.23607832,-3.139129,76.22636930653258,-665.7559358334513,-4.690334570019736
78.63142,-669.4726,-22.113646,2.083537,0.23584357,-3.139221,76.60532947786483,-665.7865988742924,-4.611978853770875
78.90442,-669.49664,-22.006758,2.0860333,0.23551606,-3.1391695,76.8727658305876,-665.820239784772,-4.503716470214936
79.08786,-669.52264,-21.880362,2.0884254,0.23512913,-3.1390073,77.05330659514694,-665.8555525217993,-4.375703709418502
79.20087,-669.5502,-21.740742,2.0907507,0.2347006,-3.138757,77.16543352286494,-665.8921276370454,-4.234300187486081
79.25817,-669.5786,-21.591993,2.0930343,0.23424038,-3.1384366,77.22340483203274,-665.929295247225,-4.083643405232351
79.27131,-669.6078,-21.436882,2.0952902,0.23375507,-3.13806,77.23844304337142,-665.9670598847111,-3.9265289667349634
79.24939,-669.63745,-21.277344,2.0975275,0.23324957,-3.1376388,77.21938991277715,-666.0051136440329,-3.7649132080455274
79.19961,-669.6676,-21.114761,2.0997493,0.23272769,-3.137182,77.17325953000773,-666.0435313262398,-3.600194775835842
79.12763,-669.69836,-20.950148,2.1019576,0.23219237,-3.1366963,77.10557366735662,-666.0824392298024,-3.4334015791811296
79.03795,-669.7296,-20.784267,2.1041527,0.23164596,-3.1361876,77.02071806479042,-666.121722934665,-3.2653058892206417
78.934135,-669.7616,-20.617706,2.106334,0.23109023,-3.1356592,76.92219230162885,-666.1616620948765,-3.0965035966908445
78.81904,-669.79425,-20.450941,2.1085014,0.23052669,-3.135115,76.8127771989973,-666.202157399825,-2.927477292014636
78.69495,-669.82764,-20.284359,2.1106546,0.22995651,-3.1345563,76.69472762531868,-666.2432908966948,-2.758619302131052
78.56368,-669.86176,-20.118292,2.1127934,0.22938056,-3.1339858,76.56980912511027,-666.2850625820145,-2.590265456363049
78.42676,-669.8967,-19.953024,2.1149178,0.22879963,-3.1334043,76.43953162827563,-666.3275568290342,-2.4227033975762744
78.28537,-669.93256,-19.788816,2.1170278,0.22821437,-3.1328132,76.30504705703991,-666.3708758782062,-2.256197049650691
78.14052,-669.96924,-19.625895,2.1191237,0.22762525,-3.132213,76.16735177528034,-666.414917078763,-2.0909756751634703
77.99301,-670.0069,-19.464468,2.1212058,0.22703265,-3.131605,76.02722066975977,-666.4598467336767,-1.9272479969613485
77.84353,-670.0455,-19.304731,2.1232743,0.22643691,-3.1309888,75.88534549127769,-666.5056157424987,-1.7652118254817069
77.69264,-670.08514,-19.146858,2.1253297,0.2258383,-3.1303654,75.74226605742456,-666.5523298352659,-1.6050424205317704
77.54081,-670.1258,-18.991014,2.1273725,0.22523697,-3.129735,75.59844559941419,-666.5999690916402,-1.4469056743827764
77.38846,-670.1676,-18.83735,2.129403,0.22463305,-3.1290982,75.4542921348675,-666.648657332878,-1.2909532993951522
