X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad,ferrule_X_mm,ferrule_Y_mm,ferrule_Z_mm
70.04876,-672.0474,-21.067467,2.0327408,0.25346696,3.103127,67.4188758659867,-668.3182834560649,-3.6554768999736815
70.26012,-673.1156,-20.984154,2.0317445,0.25544134,3.1032157,67.62008722840653,-669.3523596241471,-3.5810436791848517
70.23992,-674.20514,-20.831505,2.0304005,0.25718635,3.1035907,67.59749522203097,-670.408093017163,-3.43610257571261
70.05671,-675.3101,-20.635542,2.0288532,0.25877306,3.1041677,67.41722497783934,-671.4795386314014,-3.2470423976999356
69.75604,-676.4311,-20.412447,2.0271838,0.2602595,3.1048944,67.123243445766,-672.5670679259958,-3.030340153156601
69.36737,-677.5663,-20.17164,2.0254457,0.26167452,3.1057386,66.74407461473957,-673.6688076226865,-2.795568105280669
68.91165,-678.712,-19.918495,2.023679,0.26303285,3.1066763,66.30001844014353,-674.781139557874,-2.5481836389422945
68.40494,-679.864,-19.65612,2.0219123,0.26434457,3.1076865,65.80660893119367,-675.8999598366349,-2.291355065221751
67.85972,-681.01874,-19.386375,2.020163,0.2656172,3.1087508,65.27590218658995,-677.0217906922514,-2.0269890160893667
67.285706,-682.1731,-19.110397,2.0184407,0.26685607,3.1098542,64.7172905345702,-678.1435780371547,-1.7562564350544463
66.690414,-683.3244,-18.828907,2.0167503,0.26806456,3.110984,64.13803561707235,-679.26270539567,-1.4799012206615139
66.07968,-684.4705,-18.542393,2.0150938,0.26924458,3.1121304,63.543787846536986,-680.3770870333096,-1.1984251359229958
65.45803,-685.6094,-18.251245,2.0134726,0.270397,3.113285,62.9389199352773,-681.4847795288291,-0.9122256952466117
64.82893,-686.7391,-17.955822,2.011887,0.27152187,3.114442,62.32679688866737,-682.5838280526075,-0.6216636721092144
64.195015,-687.8579,-17.656504,2.0103383,0.27261868,3.115596,61.70995887120806,-683.6725851498117,-0.3271175237987656
63.558243,-688.9642,-17.353722,2.0088282,0.27368656,3.116743,61.09029234051813,-684.7494984013798,-0.02901392231652622
62.92002,-690.05634,-17.047962,2.007358,0.2747243,3.1178799,60.469150192436274,-685.8129522116054,0.2721678281414839
62.281307,-691.1327,-16.739784,2.0059304,0.27573052,3.1190038,59.84743854924285,-686.8613750930742,0.5758756150387718
61.642704,-692.1917,-16.429823,2.0045476,0.27670363,3.120113,59.22572533516658,-687.8932279771827,0.8814840680060954
61.004505,-693.2319,-16.11877,2.0032125,0.2776419,3.1212058,58.604270182477975,-688.9071153811079,1.1883126779370876
60.366768,-694.2517,-15.807395,2.0019279,0.2785435,3.1222808,57.98310244791234,-689.9014805499398,1.4956026961250508
59.729366,-695.24976,-15.49652,2.0006962,0.2794067,3.1233375,57.36208194170458,-690.8750171161017,1.8025432950781948
59.092003,-696.2246,-15.187022,1.9995205,0.28022954,3.124375,56.74089138418505,-691.8262868554414,2.1082697192044595
58.454277,-697.17505,-14.879819,1.9984034,0.2810103,3.1253934,56.11912413891511,-692.7541488503382,2.4118753686928844
57.8157,-698.0998,-14.575863,1.9973469,0.28174704,3.1263924,55.496285231280204,-693.6573271748972,2.7124206143114105
57.175716,-698.99774,-14.276122,1.9963533,0.28243807,3.127372,54.87181349790306,-694.534740336349,3.0089486467483972
56.53375,-699.868,-13.981574,1.995424,0.28308165,3.1283329,54.245144696451305,-695.3855402699803,3.30049302143353
55.88919,-700.70953,-13.693188,1.9945605,0.28367624,3.1292753,53.61566772174274,-696.2086997609705,3.5860950756864867
55.24145,-701.5217,-13.411908,1.9937637,0.28422022,3.1302,52.982810796537386,-697.0036070308545,3.864821576824994
54.58996,-702.3039,-13.138645,1.9930338,0.28471223,3.131107,52.346006660489834,-697.769670643514,4.135770693530176
53.93419,-703.05566,-12.874259,1.9923707,0.28515103,3.131998,51.70475681129345,-698.5064240592478,4.398091158923444
53.273663,-703.7767,-12.619547,1.991774,0.28553534,3.1328733,51.058594861372214,-699.2136012207444,4.65099447014482
52.607967,-704.4668,-12.37523,1.9912423,0.2858643,3.133734,50.407134592364585,-699.8909814318953,4.893765950699892
51.936768,-705.12604,-12.141948,1.9907742,0.28613693,3.1345806,49.75005928363125,-700.5386504872164,5.125772244657657
51.25982,-705.75464,-11.92025,1.9903675,0.28635252,3.1354141,49.08715068407703,-701.1568246432737,5.346469491238011
