X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
69.175224,-668.9769,-23.489695,2.0449238,0.2205726,3.126248
69.7238,-669.2569,-23.599667,2.0464413,0.22109203,3.126529
70.16498,-669.57446,-23.631168,2.0478156,0.22159128,3.1269295
70.52475,-669.9106,-23.616905,2.0490057,0.22202113,3.1274185
70.82418,-670.2561,-23.576332,2.050044,0.22237703,3.127978
71.07858,-670.6068,-23.520742,2.050977,0.22266705,3.1285954
71.29877,-670.96,-23.456741,2.051845,0.22290072,3.1292596
71.4925,-671.31384,-23.388203,2.0526793,0.22308637,3.1299608
71.66545,-671.66705,-23.317387,2.0535004,0.22323066,3.1306899
71.821846,-672.01874,-23.245613,2.0543215,0.22333865,3.1314392
71.9649,-672.36835,-23.173634,2.0551493,0.22341397,3.1322026
72.09705,-672.7156,-23.101875,2.0559878,0.22345918,3.1329753
72.2202,-673.06024,-23.030582,2.056838,0.22347613,3.1337533
72.335815,-673.40216,-22.959896,2.0577004,0.22346605,3.134534
72.44505,-673.74146,-22.889896,2.0585752,0.2234299,3.1353147
72.548805,-674.078,-22.820637,2.0594616,0.22336836,3.1360946
72.6478,-674.4119,-22.75215,2.0603602,0.22328205,3.1368718
72.74258,-674.7431,-22.68446,2.0612702,0.22317143,3.137646
72.833595,-675.07166,-22.617584,2.0621927,0.2230369,3.1384165
72.921196,-675.3975,-22.551538,2.063127,0.22287886,3.1391826
73.005646,-675.7208,-22.486336,2.064074,0.22269768,3.139944
73.08717,-676.04144,-22.421986,2.0650342,0.22249372,3.1407008
73.16594,-676.35944,-22.3585,2.0660076,0.2222673,3.1414523
73.24207,-676.6748,-22.295881,2.0669951,0.22201875,-3.1409867
73.315704,-676.9875,-22.23414,2.067997,0.22174837,-3.1402457
73.386894,-677.2976,-22.173279,2.0690138,0.2214565,-3.1395102
73.455734,-677.60504,-22.113306,2.070046,0.22114345,-3.13878
73.522285,-677.90985,-22.054224,2.0710943,0.22080953,-3.1380556
73.58659,-678.212,-21.99604,2.072159,0.22045508,-3.1373367
73.64871,-678.5115,-21.938755,2.0732408,0.22008042,-3.1366236
73.70869,-678.80835,-21.882374,2.0743399,0.21968587,-3.1359162
73.766556,-679.10254,-21.826904,2.075457,0.21927175,-3.1352143
73.822365,-679.3941,-21.772346,2.0765927,0.21883841,-3.1345184
73.87616,-679.68304,-21.718706,2.077747,0.21838617,-3.1338284
73.92797,-679.9693,-21.665989,2.0789213,0.2179154,-3.1331441
