X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
76.97432,-669.4558,-22.183498,2.0747285,0.23607318,-3.1382833
77.705154,-669.4395,-22.222633,2.0779793,0.23616843,-3.1388423
78.24322,-669.4517,-22.19101,2.0808802,0.23607832,-3.139129
78.63142,-669.4726,-22.113646,2.083537,0.23584357,-3.139221
78.90442,-669.49664,-22.006758,2.0860333,0.23551606,-3.1391695
79.08786,-669.52264,-21.880362,2.0884254,0.23512913,-3.1390073
79.20087,-669.5502,-21.740742,2.0907507,0.2347006,-3.138757
79.25817,-669.5786,-21.591993,2.0930343,0.23424038,-3.1384366
79.27131,-669.6078,-21.436882,2.0952902,0.23375507,-3.13806
79.24939,-669.63745,-21.277344,2.0975275,0.23324957,-3.1376388
79.19961,-669.6676,-21.114761,2.0997493,0.23272769,-3.137182
79.12763,-669.69836,-20.950148,2.1019576,0.23219237,-3.1366963
79.03795,-669.7296,-20.784267,2.1041527,0.23164596,-3.1361876
78.934135,-669.7616,-20.617706,2.106334,0.23109023,-3.1356592
78.81904,-669.79425,-20.450941,2.1085014,0.23052669,-3.135115
78.69495,-669.82764,-20.284359,2.1106546,0.22995651,-3.1345563
78.56368,-669.86176,-20.118292,2.1127934,0.22938056,-3.1339858
78.42676,-669.8967,-19.953024,2.1149178,0.22879963,-3.1334043
78.28537,-669.93256,-19.788816,2.1170278,0.22821437,-3.1328132
78.14052,-669.96924,-19.625895,2.1191237,0.22762525,-3.132213
77.99301,-670.0069,-19.464468,2.1212058,0.22703265,-3.131605
77.84353,-670.0455,-19.304731,2.1232743,0.22643691,-3.1309888
77.69264,-670.08514,-19.146858,2.1253297,0.2258383,-3.1303654
77.54081,-670.1258,-18.991014,2.1273725,0.22523697,-3.129735
77.38846,-670.1676,-18.83735,2.129403,0.22463305,-3.1290982
77.235916,-670.2106,-18.686,2.1314218,0.22402667,-3.1284547
77.08348,-670.2548,-18.537096,2.1334295,0.22341783,-3.127805
76.9314,-670.3003,-18.390749,2.1354265,0.22280657,-3.1271493
76.7799,-670.3471,-18.247066,2.1374135,0.22219287,-3.1264877
76.629166,-670.3953,-18.10614,2.139391,0.22157668,-3.1258204
76.479355,-670.44495,-17.968054,2.1413596,0.22095788,-3.1251476
76.33061,-670.4961,-17.832882,2.1433198,0.2203364,-3.124469
76.18306,-670.54877,-17.70069,2.1452725,0.2197121,-3.123785
76.03679,-670.603,-17.571531,2.147218,0.21908484,-3.123096
75.89191,-670.6589,-17.44545,2.149157,0.21845445,-3.1224015
75.74846,-670.71643,-17.322485,2.1510901,0.21782076,-3.1217017
75.60652,-670.77563,-17.202665,2.1530182,0.21718358,-3.1209967
75.466125,-670.8366,-17.086012,2.1549418,0.21654266,-3.120287
75.327324,-670.8993,-16.972538,2.1568615,0.2158978,-3.119572
75.190125,-670.9638,-16.862251,2.158778,0.21524878,-3.1188521
75.05455,-671.03,-16.75515,2.160692,0.21459539,-3.1181273
74.9206,-671.09814,-16.65123,2.1626039,0.21393731,-3.1173975
74.78829,-671.168,-16.55048,2.1645143,0.21327436,-3.116663
74.65759,-671.2398,-16.452883,2.1664243,0.2126063,-3.1159236
74.52851,-671.3134,-16.35842,2.168334,0.21193281,-3.1151795
74.40102,-671.38885,-16.267063,2.1702445,0.21125367,-3.1144307
74.275085,-671.4661,-16.178783,2.172156,0.21056864,-3.113677
74.150696,-671.5452,-16.09355,2.1740694,0.20987745,-3.1129189
74.02781,-671.6262,-16.011328,2.175985,0.20917985,-3.112156
73.906395,-671.70905,-15.9320755,2.177904,0.2084756,-3.1113882
73.78642,-671.7937,-15.855755,2.1798263,0.20776445,-3.1106162
73.667854,-671.8801,-15.782322,2.1817527,0.20704617,-3.1098394
73.550644,-671.9684,-15.711734,2.1836839,0.20632055,-3.1090581
73.43476,-672.0584,-15.643944,2.1856203,0.20558733,-3.1082723
73.32017,-672.1502,-15.578906,2.1875627,0.20484628,-3.107482
73.20682,-672.2438,-15.516569,2.1895113,0.20409724,-3.1066873
73.09468,-672.339,-15.456887,2.1914668,0.20333995,-3.1058881
72.98372,-672.436,-15.399811,2.19343,0.20257425,-3.1050847
72.8739,-672.5346,-15.345289,2.1954007,0.20179993,-3.1042767
72.76518,-672.6348,-15.293272,2.19738,0.20101681,-3.1034646
72.65753,-672.7367,-15.243711,2.1993685,0.20022474,-3.1026485
72.550934,-672.8401,-15.196556,2.2013662,0.19942354,-3.101828
72.44536,-672.94507,-15.151756,2.2033737,0.19861306,-3.1010036
72.34078,-673.0515,-15.109266,2.2053916,0.19779314,-3.1001751
72.23718,-673.1594,-15.069035,2.2074203,0.19696367,-3.0993426
72.13454,-673.26874,-15.031014,2.2094603,0.19612454,-3.0985065
72.032845,-673.37946,-14.995158,2.2115119,0.19527559,-3.0976665
71.93209,-673.49146,-14.96142,2.2135751,0.19441675,-3.096823
71.83227,-673.60474,-14.929754,2.2156513,0.19354792,-3.0959756
71.733376,-673.7193,-14.900116,2.21774,0.19266899,-3.0951252
71.63542,-673.835,-14.872462,2.219842,0.19177994,-3.0942714
71.5384,-673.95184,-14.84675,2.2219574,0.19088064,-3.0934143
71.44232,-674.06976,-14.822938,2.2240868,0.18997107,-3.0925543
71.34721,-674.18866,-14.800985,2.2262304,0.18905118,-3.0916913
71.25309,-674.3086,-14.780853,2.2283885,0.18812093,-3.0908256
71.159966,-674.4293,-14.762503,2.2305615,0.1871803,-3.0899575
71.06787,-674.55096,-14.745897,2.2327497,0.18622924,-3.0890868
70.976845,-674.67334,-14.731001,2.2349532,0.18526776,-3.0882142
70.88692,-674.79645,-14.717779,2.2371724,0.1842959,-3.0873392
70.79812,-674.9202,-14.706199,2.2394078,0.18331356,-3.0864627
70.7105,-675.04456,-14.696227,2.241659,0.18232083,-3.0855844
70.624115,-675.1694,-14.687834,2.243927,0.18131775,-3.0847049
70.539,-675.2946,-14.680989,2.2462113,0.18030427,-3.083824
70.45523,-675.4202,-14.675665,2.2485127,0.17928047,-3.0829422
70.37284,-675.54614,-14.671833,2.250831,0.17824641,-3.0820599
70.29191,-675.67224,-14.669468,2.2531664,0.17720208,-3.081177
70.212494,-675.7985,-14.668545,2.2555196,0.17614757,-3.080294
70.13466,-675.92487,-14.66904,2.25789,0.1750829,-3.0794108
70.05848,-676.05115,-14.67093,2.2602782,0.17400816,-3.0785282
69.98403,-676.17737,-14.674196,2.2626843,0.17292339,-3.0776458
69.91139,-676.3034,-14.678815,2.2651083,0.17182866,-3.0767646
69.84063,-676.42926,-14.68477,2.2675505,0.17072403,-3.0758843
69.771835,-676.55475,-14.69204,2.2700107,0.16960958,-3.0750055
69.70508,-676.6798,-14.700611,2.2724893,0.16848536,-3.0741284
69.64045,-676.8044,-14.710466,2.2749863,0.16735145,-3.0732532
69.57803,-676.92847,-14.72159,2.2775016,0.16620791,-3.0723803
69.517914,-677.0519,-14.733969,2.2800355,0.16505481,-3.07151
69.46017,-677.17456,-14.747588,2.282588,0.16389221,-3.0706425
69.40489,-677.29645,-14.762438,2.2851589,0.16272019,-3.069778
69.35217,-677.4175,-14.778503,2.2877488,0.16153881,-3.0689168
69.302086,-677.5376,-14.795775,2.290357,0.16034807,-3.0680594
69.254715,-677.65674,-14.814244,2.2929842,0.15914811,-3.0672061
69.21015,-677.7747,-14.8338995,2.2956302,0.15793894,-3.066357
69.16848,-677.8916,-14.8547325,2.298295,0.15672058,-3.0655122
69.12977,-678.00726,-14.876736,2.3009784,0.15549308,-3.0646722
69.09411,-678.12164,-14.8998995,2.303681,0.15425651,-3.0638373
69.06157,-678.2346,-14.924216,2.306402,0.15301086,-3.0630078
69.032234,-678.34625,-14.949681,2.3091419,0.15175612,-3.0621839
69.006165,-678.45636,-14.976286,2.3119006,0.15049236,-3.0613654
68.98344,-678.565,-15.004024,2.3146784,0.14921959,-3.0605533
68.96411,-678.672,-15.032889,2.3174748,0.14793777,-3.0597472
68.94826,-678.77734,-15.062875,2.32029,0.14664687,-3.0589478
68.935936,-678.88104,-15.093977,2.3231242,0.14534694,-3.0581548
68.92719,-678.98303,-15.126186,2.325977,0.14403792,-3.057369
68.92209,-679.0832,-15.159499,2.3288486,0.14271976,-3.05659
68.92067,-679.1815,-15.193909,2.331739,0.14139245,-3.0558186
68.92297,-679.278,-15.229408,2.334648,0.14005594,-3.0550544
68.92905,-679.3726,-15.265992,2.3375757,0.13871017,-3.0542982
68.93892,-679.4653,-15.303654,2.340522,0.13735506,-3.0535493
68.95262,-679.55597,-15.342383,2.343487,0.13599053,-3.0528088
68.970184,-679.64465,-15.382177,2.3464708,0.13461655,-3.052076
68.99163,-679.7313,-15.423027,2.349473,0.133233,-3.0513515
69.01697,-679.8159,-15.464923,2.3524938,0.13183983,-3.0506356
69.04621,-679.8985,-15.507857,2.3555331,0.1304369,-3.049928
69.07938,-679.979,-15.551822,2.3585906,0.1290241,-3.0492287
69.11645,-680.0574,-15.596805,2.3616667,0.12760137,-3.0485382
69.15743,-680.13367,-15.642797,2.364761,0.1261686,-3.0478566
69.202324,-680.2078,-15.689788,2.3678737,0.12472563,-3.0471838
69.25111,-680.2799,-15.737766,2.3710046,0.12327239,-3.0465198
69.303764,-680.34985,-15.786718,2.3741534,0.12180874,-3.0458648
69.360275,-680.41766,-15.836633,2.3773203,0.12033459,-3.045219
69.42061,-680.4834,-15.887494,2.380505,0.11884976,-3.0445821
69.48474,-680.547,-15.939289,2.3837078,0.11735419,-3.0439544
69.55263,-680.60846,-15.9920025,2.3869278,0.11584772,-3.043336
69.62424,-680.6679,-16.045618,2.3901656,0.114330284,-3.0427265
69.69952,-680.7252,-16.100119,2.3934207,0.11280174,-3.0421264
69.77842,-680.78046,-16.155487,2.396693,0.11126199,-3.0415356
69.86089,-680.8337,-16.211704,2.3999822,0.10971093,-3.0409544
69.946884,-680.8849,-16.268753,2.4032881,0.10814844,-3.0403821
70.036316,-680.9341,-16.32661,2.4066107,0.10657447,-3.0398195
70.12914,-680.98126,-16.385258,2.4099495,0.10498894,-3.0392659
70.22528,-681.02655,-16.444674,2.4133043,0.10339175,-3.038722
70.32467,-681.0699,-16.504833,2.4166746,0.101782896,-3.0381875
70.427216,-681.1113,-16.565716,2.4200604,0.10016227,-3.0376623
70.53285,-681.15094,-16.627295,2.4234612,0.09852989,-3.0371466
70.64149,-681.1887,-16.689548,2.4268765,0.09688572,-3.0366404
70.75304,-681.22473,-16.752449,2.430306,0.09522974,-3.0361435
70.86741,-681.25903,-16.815971,2.4337492,0.093562014,-3.0356562
70.98451,-681.2917,-16.880089,2.4372053,0.09188254,-3.0351784
71.10425,-681.3227,-16.944775,2.4406743,0.09019139,-3.0347102
