X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
70.941605,-671.569,-20.253117,2.0128922,0.28307468,3.0910208
71.08189,-672.01013,-20.107956,2.0141814,0.285667,3.0912523
71.03944,-672.4817,-19.881704,2.015225,0.28801394,3.0918615
70.8653,-672.9608,-19.603283,2.016108,0.2901879,3.0927334
70.59571,-673.43677,-19.29233,2.0168653,0.29225457,3.0937893
70.25541,-673.90405,-18.961203,2.0175107,0.29425514,3.094978
69.862595,-674.3593,-18.617392,2.0180533,0.29621395,3.0962636
69.43153,-674.801,-18.265388,2.0185018,0.29814652,3.09762
68.973625,-675.2285,-17.90789,2.0188613,0.30006343,3.0990276
68.49791,-675.6421,-17.546535,2.019136,0.3019722,3.1004722
68.011475,-676.04236,-17.182333,2.0193279,0.30387822,3.1019425
67.51979,-676.43024,-16.815928,2.0194383,0.30578512,3.1034312
67.02705,-676.8067,-16.44775,2.0194678,0.30769566,3.104932
66.536385,-677.1727,-16.078104,2.0194175,0.30961162,3.1064413
66.05012,-677.5294,-15.70723,2.0192883,0.3115345,3.107956
65.5699,-677.87775,-15.335319,2.0190814,0.31346512,3.1094737
65.096855,-678.2186,-14.962536,2.018798,0.31540424,3.1109931
64.63168,-678.5531,-14.589025,2.0184402,0.3173523,3.1125133
64.17475,-678.88196,-14.214905,2.0180092,0.31930953,3.1140337
63.726147,-679.2061,-13.840278,2.0175076,0.3212761,3.1155539
63.285755,-679.5264,-13.465222,2.0169373,0.32325208,3.1170735
62.853287,-679.8436,-13.089798,2.0163012,0.3252373,3.118593
62.428307,-680.15857,-12.7140465,2.0156014,0.32723165,3.1201122
62.01027,-680.4719,-12.337992,2.0148408,0.32923487,3.1216316
61.59854,-680.78436,-11.961636,2.0140224,0.3312468,3.1231518
61.1924,-681.0966,-11.584972,2.0131488,0.333267,3.1246731
60.791077,-681.40924,-11.207979,2.0122237,0.33529514,3.1261964
60.393726,-681.7228,-10.830624,2.0112495,0.3373309,3.127722
59.99947,-682.0378,-10.452869,2.01023,0.33937383,3.129251
59.607376,-682.35474,-10.074674,2.0091686,0.34142354,3.1307843
59.216473,-682.674,-9.695992,2.0080683,0.3434796,3.1323228
58.825764,-682.996,-9.316782,2.006933,0.3455417,3.1338673
58.434196,-683.32104,-8.93701,2.0057662,0.34760928,3.1354194
58.040707,-683.64935,-8.556647,2.0045712,0.3496821,3.1369798
57.64418,-683.9812,-8.175679,2.0033524,0.3517597,3.1385503
57.24349,-684.3168,-7.7941065,2.002113,0.35384184,3.1401322
56.83746,-684.6561,-7.411951,2.0008574,0.35592818,-3.1414587
56.42491,-684.9993,-7.029253,1.9995891,0.35801834,-3.13985
56.004616,-685.34644,-6.6460886,1.9983124,0.36011222,-3.1382248
55.575344,-685.6973,-6.262559,1.9970311,0.36220953,-3.1365821
55.13584,-686.05206,-5.8788013,1.9957495,0.36431015,-3.1349194
54.68484,-686.41034,-5.4949884,1.9944718,0.36641392,-3.133235
54.221073,-686.77203,-5.1113434,1.993202,0.3685207,-3.1315267
53.74327,-687.13696,-4.728134,1.9919446,0.3706306,-3.1297922
53.250175,-687.5049,-4.3456764,1.9907038,0.37274343,-3.1280293
52.74055,-687.8754,-3.964342,1.989484,0.37485927,-3.1262355
52.21321,-688.24835,-3.5845642,1.9882896,0.37697804,-3.1244085
51.667015,-688.6233,-3.20683,1.9871252,0.37909982,-3.1225455
51.1009,-688.9999,-2.8316984,1.985995,0.38122457,-3.120644
50.513893,-689.3778,-2.4597893,1.9849042,0.3833521,-3.1187017
49.905155,-689.7567,-2.091793,1.9838572,0.3854823,-3.1167154
49.273994,-690.1363,-1.7284641,1.9828589,0.38761485,-3.114683
48.61991,-690.5161,-1.3706322,1.9819144,0.38974923,-3.1126013
47.94262,-690.896,-1.0191936,1.981029,0.39188468,-3.1104684
47.24211,-691.2756,-0.6751003,1.980208,0.39402017,-3.1082816
46.51866,-691.65454,-0.33937836,1.9794573,0.3961542,-3.106039
