X_mm,Y_mm,Z_mm,alpha_rad,beta_rad,gamma_rad
68.63247,-672.87573,-22.842478,2.113278,0.21617965,3.1208866
68.66514,-673.90936,-22.735085,2.1172075,0.21682467,3.1218572
68.51406,-674.9687,-22.556274,2.1207998,0.2172886,3.1231556
68.22062,-676.0363,-22.33337,2.124217,0.21758442,3.1247005
67.82008,-677.1018,-22.084354,2.1275523,0.21774323,3.126432
67.3401,-678.1586,-21.820557,2.130858,0.21779007,3.1283066
66.80214,-679.2023,-21.548985,2.1341655,0.21774226,3.1302922
66.223045,-680.22974,-21.27398,2.1374953,0.21761222,3.1323633
65.61613,-681.239,-20.99826,2.1408598,0.21740928,3.1345005
64.991844,-682.229,-20.723576,2.1442676,0.21714066,3.1366873
64.35838,-683.199,-20.451096,2.1477232,0.21681187,3.138912
63.722084,-684.1488,-20.181646,2.1512299,0.21642697,3.1411638
63.087814,-685.0783,-19.915854,2.1547902,0.21598904,-3.1397495
62.459267,-685.98773,-19.65422,2.1584053,0.21550037,-3.137464
61.83923,-686.87714,-19.397186,2.1620765,0.2149626,-3.1351702
61.229767,-687.74677,-19.145151,2.1658053,0.21437709,-3.1328719
60.632385,-688.5968,-18.89849,2.169593,0.21374476,-3.1305726
60.04817,-689.4275,-18.65757,2.1734407,0.21306646,-3.1282754
59.477856,-690.23883,-18.42274,2.1773498,0.21234283,-3.125983
58.921963,-691.03094,-18.19435,2.1813214,0.21157447,-3.1236975
58.38081,-691.8039,-17.972727,2.1853564,0.21076189,-3.1214213
57.85459,-692.5577,-17.758196,2.189456,0.20990568,-3.1191564
57.34342,-693.2922,-17.551065,2.193621,0.20900635,-3.1169045
56.847336,-694.0074,-17.351625,2.1978517,0.2080645,-3.1146674
56.366356,-694.70306,-17.160145,2.2021487,0.20708072,-3.1124473
55.900467,-695.37915,-16.976873,2.2065117,0.20605575,-3.1102452
55.449654,-696.03546,-16.80203,2.2109406,0.2049903,-3.1080635
55.013912,-696.67175,-16.635807,2.2154348,0.20388517,-3.1059034
54.59323,-697.2879,-16.47836,2.2199934,0.20274122,-3.1037664
54.187626,-697.88367,-16.329817,2.224615,0.2015594,-3.1016545
53.79711,-698.4589,-16.190268,2.2292986,0.20034072,-3.0995686
53.42172,-699.01355,-16.059761,2.234042,0.1990862,-3.0975106
53.061485,-699.5474,-15.9383135,2.238843,0.19779702,-3.0954816
52.716465,-700.0605,-15.825901,2.243699,0.1964743,-3.0934827
52.386707,-700.5527,-15.722462,2.248608,0.19511923,-3.0915153
52.07226,-701.02405,-15.627897,2.253567,0.19373311,-3.0895803
51.77318,-701.4747,-15.542074,2.2585723,0.19231719,-3.0876784
51.489502,-701.9046,-15.464826,2.2636213,0.19087276,-3.0858104
51.22126,-702.3142,-15.395954,2.2687106,0.18940118,-3.0839775
50.968483,-702.70355,-15.335236,2.2738364,0.18790375,-3.0821793
50.731163,-703.07294,-15.282419,2.2789953,0.18638182,-3.080417
50.509293,-703.4228,-15.237234,2.2841835,0.18483672,-3.07869
50.302837,-703.7535,-15.19939,2.2893972,0.1832698,-3.0769992
50.111744,-704.0654,-15.168583,2.2946334,0.18168236,-3.0753438
49.93593,-704.3591,-15.144497,2.299888,0.18007572,-3.073724
49.7753,-704.63495,-15.126807,2.3051572,0.17845117,-3.0721395
49.62973,-704.8936,-15.115185,2.3104377,0.17680995,-3.0705898
49.499065,-705.1356,-15.1093,2.315726,0.17515329,-3.0690744
49.38315,-705.36163,-15.10882,2.321019,0.17348239,-3.0675924
